doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,hospital_branch,email,reputation_score,public_medical_opinion_index
DOC-00004499,Belen,山田,Cardiology,629.293.6085,3,HOSP-ITA-00136,Ospedale San Raffaele,dr.belen.山田@ospedalesanraffaele.com,2.84,55.23
DOC-00004500,Catalina,Alvarado,Psychiatry,080-6756-5150,12,HOSP-ITA-00136,Ospedale San Raffaele,dr.catalina.alvarado@ospedalesanraffaele.com,2.78,65.12
DOC-00004501,Carl,Becker,Obstetrics,0475934531,10,HOSP-ITA-00136,Ospedale San Raffaele,dr.carl.becker@ospedalesanraffaele.com,2.95,60.29
DOC-00004502,海燕,Bonneau,Psychiatry,(981) 366-1447,11,HOSP-ITA-00136,Ospedale San Raffaele,dr.海燕.bonneau@ospedalesanraffaele.com,2.89,53.81
DOC-00004503,لوليا,Medici,Internal Medicine,916-390-1924 x317,8,HOSP-ITA-00136,Ospedale San Raffaele,dr.لوليا.medici@ospedalesanraffaele.com,3.17,70.06
DOC-00004504,Aníbal,Roberts,Emergency Medicine,+39 0974544897,5,HOSP-ITA-00136,Ospedale San Raffaele,dr.aníbal.roberts@ospedalesanraffaele.com,2.45,48.62
DOC-00004505,Kunigunde,Reynolds,Internal Medicine,+44(0)2074960070,4,HOSP-ITA-00136,Ospedale San Raffaele,dr.kunigunde.reynolds@ospedalesanraffaele.com,2.82,49.2
DOC-00004506,太郎,박,Internal Medicine,001-390-275-9052x06991,13,HOSP-ITA-00136,Ospedale San Raffaele,dr.太郎.박@ospedalesanraffaele.com,3.0,69.15
DOC-00004507,رابح,المشاولة,Emergency Medicine,011-157-4300,4,HOSP-ITA-00136,Ospedale San Raffaele,dr.رابح.المشاولة@ospedalesanraffaele.com,2.38,40.0
DOC-00004508,Alice,Pereira,Cardiology,15220151178,4,HOSP-ITA-00136,Ospedale San Raffaele,dr.alice.pereira@ospedalesanraffaele.com,2.96,54.0
DOC-00004509,Andres,Dominguez,Psychiatry,425-557-7629x8840,3,HOSP-ITA-00136,Ospedale San Raffaele,dr.andres.dominguez@ospedalesanraffaele.com,2.65,50.3
DOC-00004510,Scott,Grimani,Emergency Medicine,06835823288,9,HOSP-ITA-00136,Ospedale San Raffaele,dr.scott.grimani@ospedalesanraffaele.com,2.62,49.43
DOC-00004511,현숙,Gimenez,Orthopedics,(0114) 4960114,9,HOSP-ITA-00136,Ospedale San Raffaele,dr.현숙.gimenez@ospedalesanraffaele.com,3.32,69.76
DOC-00004512,あすか,آل رفيع,Cardiology,65679373,8,HOSP-ITA-00136,Ospedale San Raffaele,dr.あすか.آل رفيع@ospedalesanraffaele.com,2.5,59.32
DOC-00004513,Marina,Delattre,Cardiology,8736736240,7,HOSP-ITA-00136,Ospedale San Raffaele,dr.marina.delattre@ospedalesanraffaele.com,2.92,63.63
DOC-00004514,सुनील,佐藤,Cardiology,+91 586 1321978,5,HOSP-ITA-00136,Ospedale San Raffaele,dr.सुनील.佐藤@ospedalesanraffaele.com,3.24,73.14
DOC-00004515,Antonietta,Marco,Emergency Medicine,+55 (071) 6011-1435,10,HOSP-ITA-00136,Ospedale San Raffaele,dr.antonietta.marco@ospedalesanraffaele.com,2.64,52.88
DOC-00004516,Ariane,曹,Psychiatry,(475) 092-5033 x274,15,HOSP-ITA-00136,Ospedale San Raffaele,dr.ariane.曹@ospedalesanraffaele.com,3.35,68.56
DOC-00004517,Alfred,Landa,Orthopedics,+39 3773280972,3,HOSP-ITA-00136,Ospedale San Raffaele,dr.alfred.landa@ospedalesanraffaele.com,2.93,52.07
DOC-00004518,영환,White,Cardiology,(051) 1729 1530,16,HOSP-ITA-00136,Ospedale San Raffaele,dr.영환.white@ospedalesanraffaele.com,3.17,70.85
DOC-00004519,Trinidad,鈴木,Oncology,+55 (071) 7796-6085,21,HOSP-ITA-00136,Ospedale San Raffaele,dr.trinidad.鈴木@ospedalesanraffaele.com,3.38,77.35
DOC-00004520,直子,Stephenson,Hematology,+49(0)6094 95611,14,HOSP-ITA-00136,Ospedale San Raffaele,dr.直子.stephenson@ospedalesanraffaele.com,2.96,52.67
DOC-00004521,Daniel,Thompson,Cardiology,15173730972,10,HOSP-ITA-00136,Ospedale San Raffaele,dr.daniel.thompson@ospedalesanraffaele.com,3.18,54.72
DOC-00004522,Godofredo,Ferrández,Gastroenterology,(011) 4627 4114,11,HOSP-ITA-00136,Ospedale San Raffaele,dr.godofredo.ferrández@ospedalesanraffaele.com,2.84,59.46
DOC-00004523,鹏,آل سلطان,Pathology,14537435741,12,HOSP-ITA-00136,Ospedale San Raffaele,dr.鹏.آل سلطان@ospedalesanraffaele.com,3.5,68.56
DOC-00004524,Joseph,Morris,Orthopedics,(531)360-4269x448,4,HOSP-ITA-00136,Ospedale San Raffaele,dr.joseph.morris@ospedalesanraffaele.com,3.23,59.93
DOC-00004525,Gabrielly,Allen,Surgery,18996996001,13,HOSP-ITA-00136,Ospedale San Raffaele,dr.gabrielly.allen@ospedalesanraffaele.com,3.05,67.93
DOC-00004526,ربى,Ferrand,Hematology,+91 901 3755807,23,HOSP-ITA-00136,Ospedale San Raffaele,dr.ربى.ferrand@ospedalesanraffaele.com,3.81,85.32
DOC-00004527,建,Chrétien,Emergency Medicine,18857383249,13,HOSP-ITA-00136,Ospedale San Raffaele,dr.建.chrétien@ospedalesanraffaele.com,3.2,65.9
DOC-00004528,Josué,Martins,Cardiology,09332 939837,4,HOSP-ITA-00136,Ospedale San Raffaele,dr.josué.martins@ospedalesanraffaele.com,2.85,54.26
DOC-00004529,ظاعن,أبا الخيل,Surgery,15545123385,3,HOSP-ITA-00136,Ospedale San Raffaele,dr.ظاعن.أبا الخيل@ospedalesanraffaele.com,2.95,56.94
DOC-00004530,Georges,Walker,Infectious Disease,063-732-9708,19,HOSP-ITA-00136,Ospedale San Raffaele,dr.georges.walker@ospedalesanraffaele.com,4.05,87.62
DOC-00004531,सीमा,Scheibe,Cardiology,747-105-7658,13,HOSP-ITA-00136,Ospedale San Raffaele,dr.सीमा.scheibe@ospedalesanraffaele.com,3.01,63.2
DOC-00004532,선영,Dias,Emergency Medicine,+91 059 6106984,10,HOSP-ITA-00136,Ospedale San Raffaele,dr.선영.dias@ospedalesanraffaele.com,3.52,65.31
DOC-00004533,गौहर,한,Cardiology,+44(0)28 9018834,9,HOSP-ITA-00136,Ospedale San Raffaele,dr.गौहर.한@ospedalesanraffaele.com,2.88,53.83
DOC-00004534,Miranda,पाटिल,Hematology,375-517-7219 x434,8,HOSP-ITA-00136,Ospedale San Raffaele,dr.miranda.पाटिल@ospedalesanraffaele.com,2.94,65.01
DOC-00004535,Milan,曾,Pediatrics,0682450975,5,HOSP-ITA-00136,Ospedale San Raffaele,dr.milan.曾@ospedalesanraffaele.com,2.96,53.93
DOC-00004536,丽丽,游,Orthopedics,583.955.7202,10,HOSP-ITA-00137,Ospedale Niguarda,dr.丽丽.游@ospedaleniguarda.com,3.45,76.1
DOC-00004537,Fulvio,Lefebvre,Pediatrics,3392006578,12,HOSP-ITA-00137,Ospedale Niguarda,dr.fulvio.lefebvre@ospedaleniguarda.com,3.43,71.44
DOC-00004538,Edwin,Vasseur,Urology,+34949 93 55 81,10,HOSP-ITA-00137,Ospedale Niguarda,dr.edwin.vasseur@ospedaleniguarda.com,3.12,65.23
DOC-00004539,Christopher,Caro,Orthopedics,13706931869,12,HOSP-ITA-00137,Ospedale Niguarda,dr.christopher.caro@ospedaleniguarda.com,3.5,72.72
DOC-00004540,Jessica,Weber,Orthopedics,18852721158,13,HOSP-ITA-00137,Ospedale Niguarda,dr.jessica.weber@ospedaleniguarda.com,3.69,75.07
DOC-00004541,William,徐,Neurology,631.554.3725x09443,18,HOSP-ITA-00137,Ospedale Niguarda,dr.william.徐@ospedaleniguarda.com,3.21,65.57
DOC-00004542,مُسعف,Jesus,Gastroenterology,716-674-4393 x559,1,HOSP-ITA-00137,Ospedale Niguarda,dr.مُسعف.jesus@ospedaleniguarda.com,2.68,48.84
DOC-00004543,淑兰,Pons,Psychiatry,016127798,9,HOSP-ITA-00137,Ospedale Niguarda,dr.淑兰.pons@ospedaleniguarda.com,2.84,61.17
DOC-00004544,ابتهاج,Hahn,Internal Medicine,090-9416-2111,10,HOSP-ITA-00137,Ospedale Niguarda,dr.ابتهاج.hahn@ospedaleniguarda.com,3.45,74.05
DOC-00004545,Bento,Burton,Orthopedics,090-4764-9286,4,HOSP-ITA-00137,Ospedale Niguarda,dr.bento.burton@ospedaleniguarda.com,3.05,61.96
DOC-00004546,洁,Togliatti,Oncology,090-9337-4354,15,HOSP-ITA-00137,Ospedale Niguarda,dr.洁.togliatti@ospedaleniguarda.com,3.12,62.11
DOC-00004547,Amarilis,李,Neurology,+1-952-789-5317x127,27,HOSP-ITA-00137,Ospedale Niguarda,dr.amarilis.李@ospedaleniguarda.com,4.25,93.01
DOC-00004548,Rubén,Peterson,Infectious Disease,+91 0993319125,15,HOSP-ITA-00137,Ospedale Niguarda,dr.rubén.peterson@ospedaleniguarda.com,3.01,53.61
DOC-00004549,Bruno,Dixon,Ophthalmology,+39 0364044496,8,HOSP-ITA-00137,Ospedale Niguarda,dr.bruno.dixon@ospedaleniguarda.com,3.04,55.38
DOC-00004550,예원,池田,Infectious Disease,(02)-9212-2883,13,HOSP-ITA-00137,Ospedale Niguarda,dr.예원.池田@ospedaleniguarda.com,3.42,77.37
DOC-00004551,Christina,Martin,Internal Medicine,593.945.0971x908,13,HOSP-ITA-00137,Ospedale Niguarda,dr.christina.martin@ospedaleniguarda.com,3.32,74.85
DOC-00004552,نذير,松本,Pediatrics,06852593022,4,HOSP-ITA-00137,Ospedale Niguarda,dr.نذير.松本@ospedaleniguarda.com,2.42,40.92
DOC-00004553,Charles,Leão,Pediatrics,09102 528004,6,HOSP-ITA-00137,Ospedale Niguarda,dr.charles.leão@ospedaleniguarda.com,3.25,60.61
DOC-00004554,Cristina,Barreda,Neurology,090-8340-9824,13,HOSP-ITA-00137,Ospedale Niguarda,dr.cristina.barreda@ospedaleniguarda.com,3.15,60.98
DOC-00004555,红霞,David,Orthopedics,02 45 33 69 39,10,HOSP-ITA-00137,Ospedale Niguarda,dr.红霞.david@ospedaleniguarda.com,2.98,63.96
DOC-00004556,Malik,मालिक,Cardiology,080-8577-3321,13,HOSP-ITA-00137,Ospedale Niguarda,dr.malik.मालिक@ospedaleniguarda.com,3.61,72.82
DOC-00004557,Laetitia,Fisher,Neurology,001-815-217-6975x1695,16,HOSP-ITA-00137,Ospedale Niguarda,dr.laetitia.fisher@ospedaleniguarda.com,3.52,70.77
DOC-00004558,سجى,Phillips,Radiology,93580616,8,HOSP-ITA-00137,Ospedale Niguarda,dr.سجى.phillips@ospedaleniguarda.com,2.64,53.18
DOC-00004559,Lisa,Estévez,Radiology,(834) 579-9645 x091,13,HOSP-ITA-00137,Ospedale Niguarda,dr.lisa.estévez@ospedaleniguarda.com,3.38,72.78
DOC-00004560,Tanya,Förster,Obstetrics,(08693) 397223,10,HOSP-ITA-00137,Ospedale Niguarda,dr.tanya.förster@ospedaleniguarda.com,3.03,65.99
DOC-00004561,兰英,آل عطفة,Radiology,51 4891 5231,6,HOSP-ITA-00137,Ospedale Niguarda,dr.兰英.آل عطفة@ospedaleniguarda.com,2.88,57.03
DOC-00004562,Paulina,पाण्डेय,Radiology,(0151)4960540,18,HOSP-ITA-00137,Ospedale Niguarda,dr.paulina.पाण्डेय@ospedaleniguarda.com,4.02,76.41
DOC-00004563,慧,Jenkins,Pediatrics,+91 8671898823,8,HOSP-ITA-00137,Ospedale Niguarda,dr.慧.jenkins@ospedaleniguarda.com,3.4,76.8
DOC-00004564,David,이,Pathology,096208351,15,HOSP-ITA-00137,Ospedale Niguarda,dr.david.이@ospedaleniguarda.com,3.6,71.47
DOC-00004565,霞,महरा,Neurology,07967499616,9,HOSP-ITA-00137,Ospedale Niguarda,dr.霞.महरा@ospedaleniguarda.com,2.71,60.78
DOC-00004566,Anthony,Hansen,Radiology,1-659-788-0859,6,HOSP-ITA-00137,Ospedale Niguarda,dr.anthony.hansen@ospedaleniguarda.com,3.25,65.35
DOC-00004567,सोनल,Joly,Psychiatry,0500 449 3494,7,HOSP-ITA-00137,Ospedale Niguarda,dr.सोनल.joly@ospedaleniguarda.com,2.64,48.78
DOC-00004568,陽子,सैनी,Neurology,83-2777-6960,18,HOSP-ITA-00137,Ospedale Niguarda,dr.陽子.सैनी@ospedaleniguarda.com,3.32,61.76
DOC-00004569,Massimo,송,Anesthesiology,061-274-1606,5,HOSP-ITA-00137,Ospedale Niguarda,dr.massimo.송@ospedaleniguarda.com,2.45,52.24
DOC-00004570,Rene,सुब्रमण्यम,Oncology,290-291-6890x727,10,HOSP-ITA-00137,Ospedale Niguarda,dr.rene.सुब्रमण्यम@ospedaleniguarda.com,3.06,63.09
DOC-00004571,जगन्नाथ,Aparecida,Neurology,032-667-7673,9,HOSP-ITA-00137,Ospedale Niguarda,dr.जगन्नाथ.aparecida@ospedaleniguarda.com,2.61,51.81
DOC-00004572,Fabián,Tessier,Orthopedics,055-039-2142,11,HOSP-ITA-00137,Ospedale Niguarda,dr.fabián.tessier@ospedaleniguarda.com,3.27,73.69
DOC-00004573,Johnny,Dávila,Pediatrics,+61.473.996.670,3,HOSP-ITA-00137,Ospedale Niguarda,dr.johnny.dávila@ospedaleniguarda.com,2.95,63.94
DOC-00004574,Robert,何,Psychiatry,+33 (0)4 71 08 73 89,9,HOSP-ITA-00137,Ospedale Niguarda,dr.robert.何@ospedaleniguarda.com,3.48,78.83
DOC-00004575,لمّاح,Reed,Neurology,75-5925-4892,12,HOSP-ITA-00137,Ospedale Niguarda,dr.لمّاح.reed@ospedaleniguarda.com,3.11,69.92
DOC-00004576,Gianni,김,Psychiatry,3821961795,10,HOSP-ITA-00137,Ospedale Niguarda,dr.gianni.김@ospedaleniguarda.com,3.46,65.71
DOC-00004577,Anna Liz,加藤,Psychiatry,01437067971,8,HOSP-ITA-00137,Ospedale Niguarda,dr.anna liz.加藤@ospedaleniguarda.com,2.59,53.72
DOC-00004578,Maya,भट्टाचार्य,Radiology,(084) 4862-1945,22,HOSP-ITA-00137,Ospedale Niguarda,dr.maya.भट्टाचार्य@ospedaleniguarda.com,4.07,73.88
DOC-00004579,पुष्पा,Aparecida,Neurology,266 050 9565,4,HOSP-ITA-00137,Ospedale Niguarda,dr.पुष्पा.aparecida@ospedaleniguarda.com,2.82,50.14
DOC-00004580,裕美子,حنبولي,Orthopedics,510-055-0003 x840,12,HOSP-ITA-00137,Ospedale Niguarda,dr.裕美子.حنبولي@ospedaleniguarda.com,2.92,54.75
DOC-00004581,상철,허,Psychiatry,(08) 7478 8440,10,HOSP-ITA-00137,Ospedale Niguarda,dr.상철.허@ospedaleniguarda.com,3.02,57.51
DOC-00004582,Denis,Rodriguez,Pulmonology,+91 8599794717,17,HOSP-ITA-00137,Ospedale Niguarda,dr.denis.rodriguez@ospedaleniguarda.com,3.09,53.27
DOC-00004583,지우,Burgos,Psychiatry,011-835-5466,7,HOSP-ITA-00137,Ospedale Niguarda,dr.지우.burgos@ospedaleniguarda.com,2.71,47.25
DOC-00004584,琴,Holland,Radiology,09933586506,10,HOSP-ITA-00137,Ospedale Niguarda,dr.琴.holland@ospedaleniguarda.com,3.14,58.62
DOC-00004585,Suzanne,Hernandez,Neurology,+49(0) 763711447,5,HOSP-ITA-00137,Ospedale Niguarda,dr.suzanne.hernandez@ospedaleniguarda.com,3.11,58.18
DOC-00004586,영자,홍,Pediatrics,02689 831368,6,HOSP-ITA-00137,Ospedale Niguarda,dr.영자.홍@ospedaleniguarda.com,3.3,61.26
DOC-00004587,성진,Guyot,Ophthalmology,9028738984,6,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.성진.guyot@istitutoeuropeodionc.com,2.78,52.32
DOC-00004588,Beverley,萧,Surgery,+55 51 2363 4556,3,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.beverley.萧@istitutoeuropeodionc.com,2.25,52.7
DOC-00004589,Eusebia,韩,Obstetrics,+1-242-874-6693x994,16,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.eusebia.韩@istitutoeuropeodionc.com,3.91,81.31
DOC-00004590,强,Wade,Gastroenterology,(945)266-4115x5746,5,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.强.wade@istitutoeuropeodionc.com,3.22,62.39
DOC-00004591,桂芝,김,Ophthalmology,(0909) 879 0188,11,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.桂芝.김@istitutoeuropeodionc.com,3.09,58.53
DOC-00004592,Federico,斎藤,Dermatology,(0131)4960770,14,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.federico.斎藤@istitutoeuropeodionc.com,3.67,64.9
DOC-00004593,Jean,Roman,Surgery,+39 0761674809,11,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.jean.roman@istitutoeuropeodionc.com,3.13,60.77
DOC-00004594,Robert,Carpenter,Obstetrics,052-409-7358,6,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.robert.carpenter@istitutoeuropeodionc.com,2.48,51.54
DOC-00004595,丽娟,Botella,Ophthalmology,043-309-9371,4,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.丽娟.botella@istitutoeuropeodionc.com,3.13,58.23
DOC-00004596,花子,Zaragoza,Internal Medicine,+34923 02 31 73,4,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.花子.zaragoza@istitutoeuropeodionc.com,2.46,43.75
DOC-00004597,لورا,Cavalcante,Obstetrics,804-265-0050 x603,13,HOSP-ITA-00138,Istituto Europeo di Oncologia,dr.لورا.cavalcante@istitutoeuropeodionc.com,3.15,67.29
DOC-00004598,Arthur,Leonard,Pathology,+39 3349445212,3,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.arthur.leonard@aziendaospedalieraca.com,3.17,60.98
DOC-00004599,Hugh,Vargas,Obstetrics,+49(0) 387214961,17,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.hugh.vargas@aziendaospedalieraca.com,3.11,53.27
DOC-00004600,James,Bailey,Obstetrics,(219)926-0057x94654,12,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.james.bailey@aziendaospedalieraca.com,3.62,81.34
DOC-00004601,Imelda,한,Pulmonology,81 4287 4810,12,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.imelda.한@aziendaospedalieraca.com,3.16,72.5
DOC-00004602,Noelia,山本,Radiology,070-3456-7569,8,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.noelia.山本@aziendaospedalieraca.com,2.91,58.62
DOC-00004603,Trevor,Rossini,Obstetrics,0473033927,9,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.trevor.rossini@aziendaospedalieraca.com,3.54,70.48
DOC-00004604,Meike,木村,Radiology,+4420 7496 0703,8,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.meike.木村@aziendaospedalieraca.com,3.21,62.12
DOC-00004605,종수,清水,Pediatrics,+33 5 61 18 12 65,6,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.종수.清水@aziendaospedalieraca.com,2.97,56.21
DOC-00004606,Fanny,चवन,Gynecology,+34 968 491 822,6,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.fanny.चवन@aziendaospedalieraca.com,2.86,64.96
DOC-00004607,Ashley,Stein,Gynecology,03 72 94 94 21,7,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.ashley.stein@aziendaospedalieraca.com,3.28,70.14
DOC-00004608,Reimer,徐,Internal Medicine,04522 08847,14,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.reimer.徐@aziendaospedalieraca.com,3.25,62.51
DOC-00004609,Lidia,Bernat,Neurology,+49(0) 225736694,7,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.lidia.bernat@aziendaospedalieraca.com,3.09,58.48
DOC-00004610,अर्जुन,Leonard,Pediatrics,+33 4 79 21 52 03,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.अर्जुन.leonard@aziendaospedalieraca.com,3.08,64.02
DOC-00004611,우진,Austermühle,Obstetrics,4745532120,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.우진.austermühle@aziendaospedalieraca.com,3.12,68.35
DOC-00004612,Cecília,Thomson,Psychiatry,(878)735-1600x5223,10,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.cecília.thomson@aziendaospedalieraca.com,2.74,46.26
DOC-00004613,Raffaello,Mathieu,Psychiatry,308-144-7831 x881,6,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.raffaello.mathieu@aziendaospedalieraca.com,2.48,44.92
DOC-00004614,慧,آل قصير,Gynecology,0773893825,6,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.慧.آل قصير@aziendaospedalieraca.com,2.76,50.02
DOC-00004615,Fortunata,Dijoux,Cardiology,+44(0)117 4960238,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.fortunata.dijoux@aziendaospedalieraca.com,2.92,54.17
DOC-00004616,丹,藤井,Urology,054-541-3094,11,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.丹.藤井@aziendaospedalieraca.com,3.59,74.21
DOC-00004617,Tristan,Snyder,Radiology,01314960635,12,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.tristan.snyder@aziendaospedalieraca.com,2.82,58.48
DOC-00004618,정남,清水,Radiology,(061) 9455 4772,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.정남.清水@aziendaospedalieraca.com,3.1,68.61
DOC-00004619,Renee,萧,Psychiatry,(271)591-0231x265,3,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.renee.萧@aziendaospedalieraca.com,2.67,51.96
DOC-00004620,翔太,Raymond,Psychiatry,+34716 44 24 02,4,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.翔太.raymond@aziendaospedalieraca.com,2.59,42.89
DOC-00004621,Amanda,Vittadello,Obstetrics,+1-537-284-9813,8,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.amanda.vittadello@aziendaospedalieraca.com,2.55,44.61
DOC-00004622,修平,Walker,Obstetrics,+34 987535619,16,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.修平.walker@aziendaospedalieraca.com,3.32,72.92
DOC-00004623,Marcantonio,Cardoso,Pulmonology,(554) 054-7379 x273,6,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.marcantonio.cardoso@aziendaospedalieraca.com,3.05,65.05
DOC-00004624,Nicolas,이,Psychiatry,070-8721-3510,7,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.nicolas.이@aziendaospedalieraca.com,2.61,47.24
DOC-00004625,直子,Jackson,Neurology,0113 4960644,2,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.直子.jackson@aziendaospedalieraca.com,2.54,55.36
DOC-00004626,رجاء,Sutton,Radiology,+39 0423270581,11,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.رجاء.sutton@aziendaospedalieraca.com,3.16,53.67
DOC-00004627,David,Sevilla,Emergency Medicine,0511546827,7,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.david.sevilla@aziendaospedalieraca.com,2.81,49.1
DOC-00004628,काली,كانو,Pediatrics,+33 (0)1 88 29 36 51,2,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.काली.كانو@aziendaospedalieraca.com,2.24,41.47
DOC-00004629,Elba,Turner,Psychiatry,5186.6641,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.elba.turner@aziendaospedalieraca.com,2.36,54.75
DOC-00004630,兵,Lewis,Radiology,+33 5 96 74 87 65,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.兵.lewis@aziendaospedalieraca.com,2.71,45.37
DOC-00004631,智也,Bragadin,Psychiatry,0181588999,4,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.智也.bragadin@aziendaospedalieraca.com,2.72,58.77
DOC-00004632,حلا,遠藤,Obstetrics,15089913665,18,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.حلا.遠藤@aziendaospedalieraca.com,3.85,78.87
DOC-00004633,Constance,da Luz,Radiology,599.343.7150x657,10,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.constance.da luz@aziendaospedalieraca.com,3.23,71.75
DOC-00004634,Jessica,Norman,Psychiatry,+1-570-939-6106x973,14,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.jessica.norman@aziendaospedalieraca.com,3.48,68.47
DOC-00004635,Kathleen,Castellitto,Obstetrics,9461 6649,6,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.kathleen.castellitto@aziendaospedalieraca.com,2.8,49.15
DOC-00004636,नित्य,Mitchell,Pediatrics,04 78 60 64 82,4,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.नित्य.mitchell@aziendaospedalieraca.com,2.28,54.54
DOC-00004637,Marco,O'Neill,Obstetrics,08.2565.8994,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.marco.o'neill@aziendaospedalieraca.com,2.65,44.3
DOC-00004638,Francisco Jose,Potter,Obstetrics,0499859465,10,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.francisco jose.potter@aziendaospedalieraca.com,3.06,53.1
DOC-00004639,Nilo,Parrish,Obstetrics,+1-864-927-1148x93933,8,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.nilo.parrish@aziendaospedalieraca.com,2.82,55.48
DOC-00004640,मानदीप,Dixon,Hematology,5225.1571,5,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.मानदीप.dixon@aziendaospedalieraca.com,2.6,43.43
DOC-00004641,Michel,Carr,Psychiatry,+34 882 461 027,15,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.michel.carr@aziendaospedalieraca.com,3.75,65.06
DOC-00004642,晨,मिस्त्री,Pediatrics,+34982 122 179,14,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.晨.मिस्त्री@aziendaospedalieraca.com,3.78,84.98
DOC-00004643,काशी,Rich,Anesthesiology,+34 824804469,9,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.काशी.rich@aziendaospedalieraca.com,2.94,54.35
DOC-00004644,Sina,Ginesio,Obstetrics,+33 3 64 90 36 81,9,HOSP-ITA-00139,Azienda Ospedaliera Cardarelli,dr.sina.ginesio@aziendaospedalieraca.com,2.79,63.28
DOC-00004645,روعة,Interminei,Ophthalmology,+34951 522 882,8,HOSP-ITA-00140,University Hospital Federico II,dr.روعة.interminei@universityhospitalfe.com,3.46,59.45
DOC-00004646,Émile,Barcella,Ophthalmology,85-7751-6945,11,HOSP-ITA-00140,University Hospital Federico II,dr.émile.barcella@universityhospitalfe.com,3.09,64.98
DOC-00004647,Antônio,Ferreira,Surgery,15285712632,6,HOSP-ITA-00140,University Hospital Federico II,dr.antônio.ferreira@universityhospitalfe.com,2.99,52.39
DOC-00004648,성진,Barry,Psychiatry,+61.8.8254.3754,11,HOSP-ITA-00140,University Hospital Federico II,dr.성진.barry@universityhospitalfe.com,3.52,75.48
DOC-00004649,想,Myers,Ophthalmology,+91 181 4424656,8,HOSP-ITA-00140,University Hospital Federico II,dr.想.myers@universityhospitalfe.com,3.13,69.19
DOC-00004650,晃,रंगराजन,Surgery,(969)647-1063x0226,6,HOSP-ITA-00140,University Hospital Federico II,dr.晃.रंगराजन@universityhospitalfe.com,2.89,47.99
