doctor_id,first_name,last_name,specialization,experience_level,years_experience,reputation_score,reputation_category,public_medical_opinion_index,phone_number,email,hospital_id,hospital_branch
DOC-00007718,Jeanette,Mälzer,Surgery,Mid-Level,6,3.11,Average,55.16,+49(0)2147857315,dr.jeanette.mälzer@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007719,우진,Miller,Gynecology,Junior,3,2.39,Average,40.0,0495715117,dr.우진.miller@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007720,Michael,Sá,Orthopedics,Mid-Level,8,3.39,Average,75.07,+34920601965,dr.michael.sá@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007721,David,斎藤,Obstetrics,Mid-Level,12,3.35,Average,62.37,+34 901526575,dr.david.斎藤@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007722,Amélie,Bohlander,Dermatology,Mid-Level,7,2.93,Average,66.19,04 58 82 90 28,dr.amélie.bohlander@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007723,Cesare,Rezende,Infectious Disease,Mid-Level,6,2.66,Average,59.56,+449098790612,dr.cesare.rezende@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007724,Charlene,Price,Oncology,Senior,15,3.81,Good,68.84,02-6008-3275,dr.charlene.price@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007725,Brittany,Joly,Pediatrics,Mid-Level,5,2.97,Average,55.22,0123508160,dr.brittany.joly@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007726,James,Novais,Orthopedics,Mid-Level,10,3.5,Good,65.5,+33 (0)2 56 07 71 81,dr.james.novais@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007727,亮,Sá,Ophthalmology,Mid-Level,7,2.68,Average,61.73,21 4826-5387,dr.亮.sá@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007728,रिया,Pasolini,Oncology,Mid-Level,6,2.65,Average,60.27,+91 192 0605905,dr.रिया.pasolini@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007729,Shannon,Heinrich,Pediatrics,Mid-Level,8,3.14,Average,60.51,01144960343,dr.shannon.heinrich@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007730,मधुकर,赖,Pediatrics,Mid-Level,6,2.94,Average,67.8,13633369820,dr.मधुकर.赖@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007731,帆,Bas,Neurology,Mid-Level,9,2.6,Average,60.57,(061) 1066-3702,dr.帆.bas@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007732,Artemio,崔,Orthopedics,Mid-Level,11,2.77,Average,50.7,02 43 37 35 42,dr.artemio.崔@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007733,Telmo,中村,Pediatrics,Mid-Level,14,3.83,Good,86.54,+61 446 812 534,dr.telmo.中村@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007734,William,Costa,Obstetrics,Mid-Level,9,3.25,Average,56.48,033-542-1530,dr.william.costa@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007735,丹丹,Rodriguez,Neurology,Mid-Level,6,2.79,Average,63.86,926.659.3198x603,dr.丹丹.rodriguez@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007736,Che,Köster,Dermatology,Mid-Level,12,3.25,Average,56.72,04 72 20 26 49,dr.che.köster@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007737,Glen,Río,Orthopedics,Mid-Level,7,2.47,Average,52.09,+44(0)1914960111,dr.glen.río@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007738,सिकन्दर,고,Surgery,Mid-Level,11,2.94,Average,63.55,+55 (011) 3699-4333,dr.सिकन्दर.고@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007739,Martine,Pinto,Nephrology,Mid-Level,9,2.66,Average,61.9,(041) 3853-3619,dr.martine.pinto@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007740,तृष्णा,姚,Pathology,Mid-Level,9,3.06,Average,55.63,023-98662729,dr.तृष्णा.姚@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007741,영식,Wood,Orthopedics,Mid-Level,6,2.7,Average,60.01,080-6878-9286,dr.영식.wood@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007742,Pasquale,रॉय चौधरी,Dermatology,Mid-Level,6,2.8,Average,57.12,+34830 90 08 51,dr.pasquale.रॉय चौधरी@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007743,بنان,井上,Pediatrics,Mid-Level,11,2.97,Average,63.16,18070039941,dr.بنان.井上@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007744,Beatriz,斉藤,Ophthalmology,Mid-Level,10,3.32,Average,62.99,+34874 34 83 28,dr.beatriz.斉藤@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007745,민재,西村,Surgery,Mid-Level,7,2.98,Average,54.9,(281)460-6751x572,dr.민재.西村@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007746,مايا,أبو داوود,Obstetrics,Mid-Level,10,2.84,Average,55.42,18963575497,dr.مايا.أبو داوود@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007747,Jade,岡田,Gynecology,Mid-Level,10,2.6,Average,50.03,(633)520-4864x5902,dr.jade.岡田@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007748,七夏,伊藤,Oncology,Mid-Level,14,3.68,Good,66.52,2949348751,dr.七夏.伊藤@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007749,Alain,伊藤,Radiology,Mid-Level,11,3.6,Good,66.18,018-782-5813,dr.alain.伊藤@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007750,جرّاح,Brun,Orthopedics,Junior,3,2.66,Average,62.94,+91 6773239783,dr.جرّاح.brun@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007751,Stacey,मित्रा,Gastroenterology,Mid-Level,9,3.17,Average,66.72,(09104) 425041,dr.stacey.मित्रा@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007752,اصيل,آل معيض,Ophthalmology,Senior,15,3.53,Good,67.02,853-641-4631,dr.اصيل.آل معيض@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007753,Hans-Willi,喻,Orthopedics,Senior,22,3.92,Good,79.28,+49(0)0421 602226,dr.hans-willi.喻@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007754,Debra,Reyes,Nephrology,Mid-Level,8,3.16,Average,70.64,(02797) 59166,dr.debra.reyes@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007755,彬,김,Radiology,Mid-Level,13,3.39,Average,75.77,+1-855-706-6566,dr.彬.김@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007756,중수,Barnes,Obstetrics,Junior,4,2.29,Average,40.0,0172941036,dr.중수.barnes@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007757,Adam,Millet,Radiology,Mid-Level,11,3.39,Average,64.0,1 (769) 727-6240,dr.adam.millet@korlebuteachinghospi.com,HOSP-GHA-00221,Korle Bu Teaching Hospital
DOC-00007758,रञ्जित,Stoll,Surgery,Mid-Level,11,3.33,Average,61.36,+61.416.010.061,dr.रञ्जित.stoll@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007759,Luis,العقيل,Gynecology,Mid-Level,12,3.27,Average,56.77,09965217192,dr.luis.العقيل@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007760,लक्ष्मी,da Cruz,Gynecology,Junior,4,2.54,Average,55.9,+34 715 53 65 60,dr.लक्ष्मी.da cruz@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007761,太一,Gomila,Pediatrics,Mid-Level,9,3.34,Average,69.99,+39 3757653172,dr.太一.gomila@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007762,洁,فصيل,Gastroenterology,Mid-Level,7,2.97,Average,68.78,+33 6 34 67 32 98,dr.洁.فصيل@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007763,Consuela,بن لادن,Anesthesiology,Mid-Level,7,2.74,Average,51.35,+33 (0)1 45 96 55 07,dr.consuela.بن لادن@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007764,杰,Fabre,Gynecology,Mid-Level,12,3.59,Good,63.16,+44292018681,dr.杰.fabre@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007765,Mathias,فصيل,Oncology,Mid-Level,12,3.01,Average,51.93,+33 3 85 71 88 46,dr.mathias.فصيل@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007766,Paige,Villanueva,Pediatrics,Mid-Level,13,3.43,Average,69.74,+55 (081) 6429-0176,dr.paige.villanueva@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007767,Catherine,Platini,Gynecology,Mid-Level,9,2.97,Average,50.62,080-3987-2172,dr.catherine.platini@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007768,Ana Laura,李,Oncology,Mid-Level,13,3.7,Good,68.34,+33 (0)2 46 70 72 28,dr.ana laura.李@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007769,桂香,Nunes,Radiology,Mid-Level,8,2.71,Average,59.53,37739795074,dr.桂香.nunes@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007770,Heinz,घोष,Oncology,Mid-Level,8,2.56,Average,42.15,+1-988-661-3660x4067,dr.heinz.घोष@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007771,Michael,Battisti,Gynecology,Junior,4,2.27,Average,55.2,+55 (061) 0664-1757,dr.michael.battisti@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007772,Clímaco,Bartolomé,Oncology,Mid-Level,10,3.23,Average,56.44,15529381416,dr.clímaco.bartolomé@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007773,Julie,Chavez,Hematology,Expert,26,4.36,Very Good,79.53,+1-503-245-8176,dr.julie.chavez@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007774,فرات,김,Radiology,Mid-Level,5,3.06,Average,71.07,+55 84 9907-5128,dr.فرات.김@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007775,Cody,آل العسكري,Pediatrics,Mid-Level,12,3.29,Average,74.19,+33 3 73 70 00 79,dr.cody.آل العسكري@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007776,Christopher,施,Gynecology,Mid-Level,10,3.34,Average,68.67,+44(0)121 496 0960,dr.christopher.施@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007777,Alícia,Tozzo,Gynecology,Senior,16,3.2,Average,58.14,71 8579 0436,dr.alícia.tozzo@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007778,Gustavo,Brown,Pediatrics,Senior,19,3.33,Average,56.82,06534823135,dr.gustavo.brown@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007779,상철,Smith,Oncology,Mid-Level,9,3.19,Average,55.89,023-03537888,dr.상철.smith@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007780,Carolyn,Cáceres,Ophthalmology,Mid-Level,11,3.2,Average,73.62,277-267-1109x121,dr.carolyn.cáceres@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007781,Frédérique,Howard,Oncology,Mid-Level,12,3.39,Average,62.55,053-262-1602,dr.frédérique.howard@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007782,Robin,罗,Pulmonology,Senior,19,4.02,Very Good,78.53,043-457-2627,dr.robin.罗@37militaryhospital.com,HOSP-GHA-00222,37 Military Hospital
DOC-00007783,Margot,高,Orthopedics,Mid-Level,8,2.99,Average,50.27,+33 3 58 97 61 39,dr.margot.高@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007784,보람,Sanchez,Orthopedics,Mid-Level,8,3.09,Average,60.43,884.593.2938,dr.보람.sanchez@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007785,美加子,Agnesi,Ophthalmology,Senior,15,3.16,Average,54.55,08-6580-4886,dr.美加子.agnesi@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007786,Letizia,Herrmann,Ophthalmology,Mid-Level,7,3.29,Average,74.3,+55 61 5958 1785,dr.letizia.herrmann@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007787,Heini,松田,Ophthalmology,Mid-Level,11,3.14,Average,67.37,13340056186,dr.heini.松田@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007788,Stephanie,김,Obstetrics,Mid-Level,10,3.58,Good,66.27,+1-878-977-3758x314,dr.stephanie.김@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007789,Christina,郑,Psychiatry,Mid-Level,9,2.54,Average,57.49,044-178-9006,dr.christina.郑@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007790,رافع,林,Ophthalmology,Mid-Level,13,3.66,Good,64.27,(689)917-1748,dr.رافع.林@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007791,东,الشايع,Internal Medicine,Mid-Level,8,2.69,Average,46.07,(031) 0665-0080,dr.东.الشايع@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007792,Debra,Schneider,Orthopedics,Mid-Level,7,2.96,Average,58.39,0151 4960575,dr.debra.schneider@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007793,Thomas,Gaudin,Obstetrics,Mid-Level,5,2.97,Average,69.09,04828 86345,dr.thomas.gaudin@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007794,Ruth,곽,Obstetrics,Mid-Level,14,3.74,Good,76.65,+49(0)3545038138,dr.ruth.곽@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007795,अनुजा,Silva,Orthopedics,Mid-Level,10,2.83,Average,58.49,044-443-7227,dr.अनुजा.silva@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007796,Ricardo,Chandler,Ophthalmology,Mid-Level,10,3.5,Good,70.36,+39 0934421479,dr.ricardo.chandler@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007797,Fabrizio,Barthelemy,Ophthalmology,Mid-Level,6,2.37,Average,45.78,18049541105,dr.fabrizio.barthelemy@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007798,Gregory,Castilla,Ophthalmology,Mid-Level,13,3.35,Average,61.1,09823 620096,dr.gregory.castilla@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007799,Jules,Geisel,Ophthalmology,Mid-Level,13,3.49,Average,66.88,+39 057119148,dr.jules.geisel@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007800,يسار,Clark,Obstetrics,Mid-Level,10,2.89,Average,49.77,0300 224 7441,dr.يسار.clark@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007801,Marleen,Nogués,Orthopedics,Junior,3,2.53,Average,48.57,+33 3 26 61 67 85,dr.marleen.nogués@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007802,Trevor,Gilabert,Ophthalmology,Mid-Level,8,2.54,Average,60.39,05174 96377,dr.trevor.gilabert@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007803,जितेन्द्र,吴,Orthopedics,Mid-Level,10,2.95,Average,63.75,+39 3515854123,dr.जितेन्द्र.吴@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007804,香織,सेनगुप्ता,Ophthalmology,Mid-Level,5,2.37,Average,40.0,+91 235 9304252,dr.香織.सेनगुप्ता@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007805,Jason,Bradley,Ophthalmology,Mid-Level,10,2.74,Average,46.45,2052 0979,dr.jason.bradley@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007806,Bianca,Barry,Cardiology,Junior,4,2.75,Average,52.59,603-376-2845,dr.bianca.barry@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007807,杨,Greggio,Rheumatology,Senior,17,3.29,Average,65.19,475-271-7772,dr.杨.greggio@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007808,서윤,Harris,Orthopedics,Junior,4,2.89,Average,49.87,7723 3966,dr.서윤.harris@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007809,Anne,서,Emergency Medicine,Mid-Level,12,3.11,Average,66.81,+91 8973660883,dr.anne.서@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007810,颖,Jones,Pediatrics,Mid-Level,7,3.08,Average,67.34,(041) 4117-7628,dr.颖.jones@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007811,동현,Martin,Orthopedics,Mid-Level,6,3.26,Average,59.49,+49 (0) 3633 287753,dr.동현.martin@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007812,Natanael,Sales,Ophthalmology,Mid-Level,13,2.98,Average,53.32,0702758987,dr.natanael.sales@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007813,帅,이,Ophthalmology,Mid-Level,6,2.87,Average,53.81,00187 072755,dr.帅.이@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007814,حليم,Grant,Ophthalmology,Mid-Level,7,2.55,Average,50.02,0808 1570288,dr.حليم.grant@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007815,Céline,Little,Orthopedics,Mid-Level,11,3.1,Average,60.13,527-471-3713x56054,dr.céline.little@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007816,Julian,Garcia,Orthopedics,Mid-Level,9,3.3,Average,67.85,043-437-4445,dr.julian.garcia@tikuranbessahospital.com,HOSP-ETH-00223,Tikur Anbessa Hospital
DOC-00007817,زكريا,中川,Ophthalmology,Mid-Level,9,3.26,Average,56.25,070-8339-5354,dr.زكريا.中川@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007818,Bärbel,Lloyd,Dermatology,Mid-Level,12,3.59,Good,68.69,+1-863-564-7036x299,dr.bärbel.lloyd@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007819,Marvin,राय,Anesthesiology,Mid-Level,10,3.17,Average,67.54,+33 5 67 42 88 85,dr.marvin.राय@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007820,윤서,後藤,Gynecology,Mid-Level,10,3.31,Average,63.4,1 (256) 299-8745,dr.윤서.後藤@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007821,Daniel,Soprano,Pediatrics,Mid-Level,9,3.53,Good,72.52,0555872320,dr.daniel.soprano@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007822,Vicente,बोस,Anesthesiology,Mid-Level,9,2.74,Average,52.91,+34 981 016 221,dr.vicente.बोस@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007823,Michael,Castillo,Rheumatology,Mid-Level,7,2.47,Average,57.88,+49(0)3698162380,dr.michael.castillo@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007824,서현,Cunningham,Anesthesiology,Mid-Level,8,2.83,Average,47.11,0437.817.511,dr.서현.cunningham@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007825,David,Hamann,Dermatology,Senior,16,3.4,Average,63.07,0499 287 418,dr.david.hamann@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007826,Rico,Cousin,Dermatology,Mid-Level,5,3.19,Average,72.78,080-4543-0255,dr.rico.cousin@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007827,玉华,Ullmann,Anesthesiology,Mid-Level,5,2.31,Average,40.0,337 154 7259,dr.玉华.ullmann@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007828,超,Neal,Psychiatry,Mid-Level,14,2.89,Average,59.41,+39 0438440267,dr.超.neal@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007829,Ellie,Cignaroli,Emergency Medicine,Mid-Level,10,3.53,Good,68.18,(0114)4960532,dr.ellie.cignaroli@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007830,淳,Kelly,Dermatology,Senior,15,3.74,Good,68.11,+91 4994456892,dr.淳.kelly@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007831,Denise,池田,Ophthalmology,Junior,2,2.41,Average,51.36,00273 61676,dr.denise.池田@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007832,秀珍,신,Ophthalmology,Junior,2,2.45,Average,40.79,+34 943 81 32 12,dr.秀珍.신@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007833,Torsten,Palma,Dermatology,Senior,19,3.45,Average,78.64,(320) 435-7087,dr.torsten.palma@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007834,Nico,Pozuelo,Anesthesiology,Mid-Level,11,3.37,Average,64.69,622-272-0314,dr.nico.pozuelo@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007835,Antonina,Dias,Ophthalmology,Mid-Level,6,2.76,Average,58.4,15937413039,dr.antonina.dias@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007836,하윤,王,Nephrology,Senior,16,3.18,Average,66.41,+33 (0)3 59 38 15 13,dr.하윤.王@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007837,Kara,da Rosa,Anesthesiology,Senior,23,3.76,Good,84.52,442-775-7730,dr.kara.da rosa@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007838,Federigo,Azevedo,Dermatology,Mid-Level,12,3.46,Average,78.58,+1-341-514-0698,dr.federigo.azevedo@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007839,Vinzenz,Quirós,Dermatology,Mid-Level,8,2.61,Average,42.32,+33 1 60 51 79 77,dr.vinzenz.quirós@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007840,Paulo,Wilson,Dermatology,Mid-Level,12,3.57,Good,74.95,+61.3.6964.9780,dr.paulo.wilson@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007841,영진,भटनागर,Dermatology,Senior,16,3.51,Good,73.02,0794320382,dr.영진.भटनागर@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007842,Olivie,Monteverdi,Oncology,Mid-Level,6,3.02,Average,56.37,001-241-852-2772x546,dr.olivie.monteverdi@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007843,Hannah,梁,Ophthalmology,Junior,4,3.02,Average,64.35,0300 058 7387,dr.hannah.梁@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007844,磊,김,Dermatology,Mid-Level,5,2.86,Average,62.12,+49(0)2265 141050,dr.磊.김@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007845,성훈,Gaillard,Ophthalmology,Mid-Level,14,3.61,Good,62.67,+61 3 9991 0756,dr.성훈.gaillard@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007846,Thales,المهنا,Rheumatology,Senior,15,3.34,Average,64.0,14501567001,dr.thales.المهنا@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007847,花子,कपूर,Radiology,Mid-Level,11,3.19,Average,61.38,(071) 6344-0542,dr.花子.कपूर@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007848,दीपक,शुक्ला,Anesthesiology,Junior,4,3.0,Average,51.11,0387238655,dr.दीपक.शुक्ला@st.paul'shospitalmil.com,HOSP-ETH-00224,St. Paul's Hospital Millennium Medical College
DOC-00007849,영일,李,Surgery,Senior,18,3.67,Good,77.0,(0118)4960156,dr.영일.李@chuibnrochd.com,HOSP-MOR-00225,CHU Ibn Rochd
DOC-00007850,민재,آل محمد بن علي بن جماز,Psychiatry,Junior,4,2.51,Average,57.32,001-475-731-7710,dr.민재.آل محمد بن علي بن جماز@chuibnrochd.com,HOSP-MOR-00225,CHU Ibn Rochd
DOC-00007851,ضياء,Garcia,Ophthalmology,Mid-Level,7,3.27,Average,74.04,+61-8-9464-7509,dr.ضياء.garcia@chuibnrochd.com,HOSP-MOR-00225,CHU Ibn Rochd
DOC-00007852,रवि,赵,Surgery,Mid-Level,11,3.38,Average,67.26,+49(0)4935 077503,dr.रवि.赵@chuibnrochd.com,HOSP-MOR-00225,CHU Ibn Rochd
DOC-00007853,Niccolò,Barracco,Pathology,Mid-Level,7,2.79,Average,54.45,+34826 15 30 11,dr.niccolò.barracco@chuibnrochd.com,HOSP-MOR-00225,CHU Ibn Rochd
DOC-00007854,Fiona,Dixon,Psychiatry,Mid-Level,10,3.16,Average,56.74,(08112) 91677,dr.fiona.dixon@chuibnrochd.com,HOSP-MOR-00225,CHU Ibn Rochd
